n_spots,max_n_spots,bulk_fluorescence,avg_spot_size,percent_area,time_to_threshold,max_spot_change,max_area_change,max_fluorescence_change,copy_number,log_copy_number
0,1,0.9366529890076796,0.0,0.0,59.0,0,9.411233248004819e-06,6.757241943984339,0,-inf
2,2,0.8633600849758055,0.00024833785750816317,0.0004966757150163263,20.666666666666668,1,0.00034914827491246706,5.548561115700854,0,-inf
537,576,56.06679188031414,0.0002832290795291361,0.1520940157071461,34.0,264,0.06209434023495814,22.95990458882327,1000,3.0
281,293,74.17732300884956,0.00047073607560531766,0.13227683724509426,41.666666666666664,123,0.042785686802616386,25.343478260869574,1000,3.0
236,260,35.71578273738101,0.00032595597736029573,0.0769256106570298,41.666666666666664,106,0.030124648851621277,14.762014332971013,1000,3.0
476,482,133.73232008166505,0.0004818918436767323,0.22938051759012457,31.0,239,0.0796943231441048,36.21440386396719,10000,4.0
513,531,128.0798933608531,0.0004674082165497322,0.2397804150900126,27.666666666666668,289,0.08535431716546267,36.73557600428086,10000,4.0
352,551,37.27320391571263,0.00027910623783881624,0.09824539571926331,58.666666666666664,167,0.06145677783308445,19.66187987390078,10000,4.0
718,1010,259.68066504092707,0.000647289118418286,0.4647535870243294,54.666666666666664,506,0.24113877388986557,73.78022268851961,100000,5.0
692,1112,228.23834342865192,0.0006156597268306399,0.42603653096680283,55.666666666666664,567,0.22499413062872706,67.87521247124008,100000,5.0
38,104,10.472729433362291,0.0007393214633561398,0.028094215607533314,59.333333333333336,30,0.011297513481617465,4.752852038223869,20,1.3010299956639813
18,119,11.487905828745015,0.00014529671117861738,0.0026153408012151128,56.0,27,0.00816404025061705,8.363750711980254,200,2.3010299956639813
15,84,20.924433225193404,0.00019964294626917243,0.0029946441940375866,58.0,25,0.0065891770487397534,16.50095022363849,200,2.3010299956639813
58,197,12.964260575845797,0.00019718877457301738,0.011436948925235007,57.333333333333336,43,0.027451176389739235,11.796846300900881,200,2.3010299956639813
37,297,22.273584013914096,8.877695753830055e-05,0.0032847474289171203,59.0,68,0.03649141712038718,12.438917876588018,2000,3.3010299956639813
15,194,11.661601528640459,7.98162311094935e-05,0.0011972434666424026,59.666666666666664,47,0.018346558882828178,9.001273867048507,2000,3.3010299956639813
141,335,14.361479055672321,0.00015974981734211661,0.022524724245238444,58.0,86,0.031180246672206202,14.171293807126446,3000,3.4771212547196626
600,653,313.025379763371,0.0007151199318229886,0.42907195909379314,22.666666666666668,465,0.17591815026312846,82.16266375545851,30000,4.477121254719663
19,482,30.38000814663951,6.881766534462429e-05,0.0013075356415478616,57.0,160,0.05176374745417514,22.63553971486762,30000,4.477121254719663
498,1235,33.51646754991916,0.00016265115051087672,0.08100027295441661,56.666666666666664,301,0.11422512440422448,35.57393915216159,30000,4.477121254719663
570,616,217.6734245508649,0.0006200947889496812,0.35345402970131823,21.666666666666668,425,0.14218440031889054,56.84475869996476,30000,4.477121254719663
464,612,240.79093728162124,0.0005668528910335188,0.26301974143955276,59.666666666666664,203,0.08587089447938503,140.2169461914745,30000,4.477121254719663
393,413,91.64937070938215,0.000539729883953162,0.21211384439359268,32.666666666666664,206,0.07500000000000001,26.99703947368421,5000,3.6989700043360187
438,451,107.76886017633002,0.00047898485649927277,0.20979536714668148,31.333333333333332,191,0.07498096382888039,45.859544185467385,5000,3.6989700043360187
341,356,75.81668098239894,0.00041778115414359935,0.14246337356296737,32.333333333333336,192,0.05582165023997049,23.003173725050594,5000,3.6989700043360187
426,428,94.12916894609043,0.0004342451524029373,0.1849884349236513,31.666666666666668,169,0.06201952146497365,36.28809516954114,5000,3.6989700043360187
506,520,150.49187698912,0.000593819689592699,0.3004727629339057,27.666666666666668,308,0.09012101250832655,48.569947635260164,5000,3.6989700043360187
423,425,107.60172249906385,0.000495688735983055,0.20967633532083224,27.666666666666668,176,0.056974969035342916,34.81498977446208,5000,3.6989700043360187
75,142,17.086555621653776,0.0003034459206380682,0.02275844404785511,45.0,37,0.01860664948112896,9.947778273514444,40,1.6020599913279623
147,199,25.69212677953059,0.00026884358976372386,0.03952000769526741,41.333333333333336,82,0.015727202770296267,16.355665640631013,500,2.6989700043360187
137,195,28.196178570759226,0.0002589635520770505,0.035478006634555914,55.666666666666664,55,0.01914931499147253,12.139021121877166,500,2.6989700043360187
562,782,482.2762103664325,0.0008887337866133523,0.499468388076704,54.0,497,0.21076514144674385,122.56111163850392,50000,4.698970004336019
597,847,360.64550875710194,0.0007769828466493932,0.46385875944968774,59.333333333333336,550,0.19672254308118514,96.87884678593231,50000,4.698970004336019
44,131,14.86965484259305,0.0002560795707532956,0.011267501113145006,59.333333333333336,27,0.01030689820082785,14.587324164316694,80,1.9030899869919435
465,480,131.1508011576198,0.0005270261825591454,0.2450671748900026,29.0,270,0.10283522740641396,49.504919884238035,8000,3.9030899869919438
440,453,135.28297231787315,0.0005414466792465368,0.23823653886847623,28.666666666666668,255,0.0899861493180463,40.30179097012484,8000,3.9030899869919438
530,776,191.2583553589213,0.0007075562040967955,0.3750047881713016,59.666666666666664,414,0.16078200413698002,59.5133254807324,80000,4.903089986991944
627,864,227.86141860844822,0.000658828003973458,0.4130851584913582,59.333333333333336,554,0.19588085741608938,71.03973596435983,80000,4.903089986991944
